key	arm	description	checks	words	model	prompt_version
go:GO:0006335	A plain	As a replication fork passes, the DNA it leaves behind must be repackaged into nucleosomes within minutes, and replication-dependent chromatin assembly is the machinery that does it. Without it, newly copied DNA stays naked and vulnerable, forks stall, and the epigenetic state of the parent chromatin is not restored in the daughter cells. Histone H3-H4 dimers are escorted from their point of synthesis by soluble chaperones, handed to ASF1A and ASF1B, and delivered to the CAF-1 complex, whose CHAF1A and CHAF1B subunits are recruited to the fork through PCNA and deposit the H3-H4 tetramer onto nascent DNA before H2A-H2B completes the particle. RBBP4 links this histone handling to chromatin-modifying and remodelling complexes that mature the new nucleosomes. The result couples S-phase histone supply to DNA synthesis and underlies heritable chromatin organisation and genome stability.	-	134	claude-opus-5	v4
go:GO:0006493	A plain	Sugars attached to serine, threonine, tyrosine or hydroxylysine side chains give secreted and membrane proteins their bulk, charge and binding specificity, and protein O-linked glycosylation covers all of the routes by which these chains are initiated and extended. Mucin-type synthesis begins with a large family of polypeptide GalNAc transferases and the core-1 galactosyltransferase with its chaperone, then branches, sialylates and fucosylates to build selectin ligands and mucus barriers. Separate arms make O-mannose glycans on dystroglycan, whose loss causes congenital muscular dystrophy with brain and eye involvement; O-fucose and O-glucose on EGF repeats, which tune Notch; collagen galactosyl-hydroxylysine; and the xylose-primed linker that nucleates heparan and chondroitin sulfate chains, with sulfotransferases and epimerases setting their sulfation patterns. Nucleotide-sugar transporters and the nucleocytoplasmic O-GlcNAc cycle of OGT and OGA complete the picture, linking nutrient status to signalling.	-	135	claude-opus-5	v4
go:GO:0006572	A plain	Tyrosine catabolism disposes of the aromatic amino acid taken in from diet and protein turnover, converting it in the liver and kidney to fumarate and acetoacetate that feed the citric acid cycle and ketogenesis. The route runs through transamination to 4-hydroxyphenylpyruvate by tyrosine aminotransferase, dioxygenase-mediated conversion to homogentisate by HPD, ring cleavage by homogentisate dioxygenase, isomerization by the maleylacetoacetate isomerase activity of GSTZ1, and final hydrolysis by fumarylacetoacetate hydrolase. Blocks at each step cause recognizable inherited disease: HPD or FAH deficiency gives tyrosinemia with hepatorenal damage from accumulated reactive intermediates, while loss of homogentisate dioxygenase causes alkaptonuria, in which homogentisate polymerizes and pigments cartilage. IL4I1, an L-amino acid oxidase secreted by myeloid cells, oxidizes tyrosine and other aromatic amino acids in the immune microenvironment rather than for energy, linking this chemistry to local amino acid depletion and T cell suppression.	-	140	claude-opus-5	v4
go:GO:0006937	A plain	Whether a muscle cell contracts, how strongly and how fast, is set by processes that tune calcium delivery to the sarcomere and the sensitivity of the sarcomere to it; this regulation of muscle contraction covers cardiac, skeletal and smooth muscle alike. It determines cardiac output and rhythm, vascular tone and blood pressure, gut and airway motility, and skeletal muscle force, and its failure produces arrhythmia, cardiomyopathy, malignant hyperthermia-type disorders and hypertension. Voltage-gated calcium and sodium channels, potassium and pacemaker channels, and the sarcoplasmic reticulum release and uptake machinery (ryanodine receptors, SERCA pumps with phospholamban, calsequestrin, triadin and junctophilins) shape the calcium transient, while troponins, tropomyosin, myosin light chains and their kinases translate it into force. Layered on top are G protein-coupled inputs from adrenergic, muscarinic, endothelin, purinergic and tachykinin receptors acting through cyclic nucleotides, calmodulin and RhoA, plus transcriptional and microRNA control of the contractile programme.	-	146	claude-opus-5	v4
go:GO:0007007	A plain	The inner mitochondrial membrane is folded into cristae, and the shaping and maintenance of that architecture is what this pathway describes. Cristae geometry sets how densely respiratory complexes can pack, how much cytochrome c is sequestered, and therefore how much ATP a cell makes and how readily it commits to apoptosis; its collapse underlies optic atrophy, cardiomyopathy and mitochondrial encephalopathy. Central to it is the MICOS complex at cristae junctions, built around mitofilin (IMMT) with CHCHD3, CHCHD6, APOO and APOOL, tethered to the outer membrane through SAMM50 and the metaxins. OPA1 controls inner membrane fusion and junction tightness and is cleaved by the stress proteases OMA1 and AFG3L2. Carrier-pathway TIM chaperones and the insertases OXA1L and COX18 deliver membrane proteins into the bilayer, while tafazzin remodels cardiolipin, the lipid that stabilises the curvature these proteins impose.	-	136	claude-opus-5	v4
go:GO:0007600	A plain	Sensory perception covers the machinery by which the nervous system captures a physical or chemical stimulus, transduces it into an electrical signal, and encodes its quality and intensity. The gene list spans the major modalities: visual phototransduction through rhodopsin and cone opsins, transducin, cGMP phosphodiesterase subunits, cyclic nucleotide-gated channels and the retinoid cycle enzymes that regenerate chromophore; a very large olfactory receptor repertoire with its trafficking cofactors and the vomeronasal and trace-amine receptors; sweet, umami and bitter taste receptors coupled to gustducin and PLC signalling; hair-cell mechanotransduction and stereocilia architecture via myosins, cadherin 23, protocadherin 15, usherin and whirlin; and somatosensory channels such as TRPV1, TRPM8, PIEZO2 and sensory sodium channels for pain, temperature and touch. Also present are lens crystallins and eye and ear developmental transcription factors. Failure of these components produces retinal degeneration, inherited deafness, cataract, anosmia and congenital insensitivity to pain.	-	144	claude-opus-5	v4
go:GO:0014905	A plain	Skeletal muscle repairs itself by fusing mononucleate myoblasts, derived from activated satellite cells, either into damaged fibres or with one another to build new multinucleate myotubes; this fusion step is what restores contractile mass after injury and what fails in ageing muscle and dystrophic disease, where regeneration cannot keep pace with damage. Membrane fusion here is driven by dedicated muscle-specific micropeptides: myomaker, a multipass membrane protein required for fusogenicity, acts together with the small myomerger protein to bring apposed myoblast membranes past hemifusion. The tetraspanins CD9 and CD81, with their partner PTGFRN, organize the membrane microdomains in which fusion and adhesion occur. Loss of the fusogens leaves myoblasts able to differentiate but unable to form multinucleated fibres, separating fusion from myogenic commitment as a distinct, genetically controlled stage of regeneration.	-	130	claude-opus-5	v4
go:GO:0016237	A plain	Microautophagy delivers cytosolic material into the lumen of late endosomes or lysosomes without building a separate autophagosome: the limiting membrane of the degradative compartment invaginates directly, pinches off, and the cargo is degraded still wrapped in a single membrane derived from that invagination. It provides a route for turnover of proteins and portions of cytoplasm, and for remodelling the lysosomal membrane itself, complementing the larger-scale macroautophagy and chaperone-mediated uptake pathways in maintaining protein and organelle quality control. The machinery overlaps heavily with canonical autophagy: the ULK1/ULK2 initiation kinases with ATG13 and RB1CC1, the ATG12–ATG5–ATG16L1 conjugation system with the E1-like enzyme ATG7, ATG4 proteases that process and delipidate ATG8-family proteins, lipid-transfer proteins ATG2A/ATG2B and the transmembrane lipid scramblase ATG9A. Membrane scission draws on the ESCRT-associated AAA-ATPases VPS4A and VPS4B, and sorting nexins contribute membrane recognition.	-	134	claude-opus-5	v4
go:GO:0018107	A plain	Adding a phosphate to a threonine residue in a protein is one of the basic switches cells use to change enzyme activity, protein interactions and localisation on a fast timescale. Peptidyl-threonine phosphorylation gathers the kinases and regulators that carry out and control this modification, and through it cell cycle progression, stress responses, growth factor signalling and ion transport are all set. The genes span several kinase families: cyclin-dependent kinases and the checkpoint kinase CHEK1 that time mitotic entry and arrest damaged cells, AKT1 and MAPK1/MAPK8 acting downstream of growth factor and stress inputs, the LKB1 kinase STK11 in energy sensing, WNK3 and STK39 in regulating cation-chloride cotransporters, and TBK1 in innate immune signalling. Substrates include transcription factors such as ATF2, linking threonine phosphorylation to changes in gene expression. Misregulation of these kinases underlies tumour growth, hypertension and impaired damage responses.	-	140	claude-opus-5	v4
go:GO:0022616	A plain	Extending a DNA strand by adding nucleotides to its 3' end is the productive step of replication, and the machinery here covers both the polymerases that do it and the factors that keep forks moving through chromatin. Without it cells cannot duplicate their genomes on schedule, and stalled or collapsed forks become the source of the chromosomal breaks and rearrangements that drive cancer. Replicative polymerases alpha, delta and epsilon work behind an MCM helicase and GINS, with PCNA as the sliding clamp loaded by RFC subunits, DNA2 and LIG1 processing and sealing Okazaki fragments. The INO80 chromatin remodelling complex, with its RUVBL1/RUVBL2 ATPases, clears nucleosomes ahead of the fork and aids restart. MRE11-RAD50-NBN handles damaged forks, while TERT and POT1 extend and protect the chromosome ends that conventional elongation cannot finish.	-	131	claude-opus-5	v4
go:GO:0030514	A plain	Bone morphogenetic protein signals instruct skeletal patterning, joint formation, vascular development and iron homeostasis, and the cell must be able to switch them off with precision; negative regulation of the BMP signaling pathway is the collection of brakes that sets how much ligand reaches a receptor and how long the response lasts. Secreted antagonists such as noggin, chordin, gremlins, twisted gastrulation and sclerostin sequester ligands extracellularly, while a pseudoreceptor and BMPER tune receptor availability at the cell surface. Inside the cell, inhibitory SMAD6 and SMAD7 recruit the SMURF ubiquitin ligases to degrade receptors and effectors, phosphatases reverse SMAD activation, and SKI/SKIL and TOB1 silence SMAD-driven transcription; numerous microRNAs damp component expression. Loss of these restraints produces heterotopic ossification and sclerosing bone disease, and the hepcidin-regulating arm involving hemojuvelin, erythroferrone and TMPRSS6 links the same brakes to systemic iron loading.	-	139	claude-opus-5	v4
go:GO:0030855	A plain	Epithelia line every body surface and duct, and this pathway covers how an unspecialized progenitor takes on epithelial identity: apical-basal polarity, junctional sealing, and the terminal specializations of skin, gut, kidney, airway, lens, hair and inner ear. Its outputs are the barrier that keeps water in and microbes out, the absorptive and secretory surfaces of the viscera, and the ciliated and sensory epithelia; failure produces ichthyosis and other cornification disorders, ciliopathies, deafness, cataract and loss of the differentiation controls whose collapse underlies carcinoma and epithelial-mesenchymal transition. Lineage transcription factors such as GRHL2, KLF4, FOXA1, CDX2 and OVOL family members act downstream of Wnt, BMP/TGF-beta, Notch, Hedgehog and Hippo cues, driving keratin, small proline-rich and late cornified envelope genes, transglutaminase crosslinking, claudin and tight-junction assembly, and cell-cycle exit through CDKN1A and CDKN1B.	-	131	claude-opus-5	v4
go:GO:0031033	A plain	Myosin filament organization covers the assembly, arrangement and disassembly of the thick filaments built from myosin molecules, the motor structures that generate contractile force in muscle and in non-muscle cells. Correct thick filament geometry sets sarcomere length, the register of myosin heads against actin, and thus the force a cell can produce; disruption underlies cardiomyopathies and myopathies as well as defects in smooth muscle tone. Titin, the giant elastic sarcomeric protein, and its Z-disc partner telethonin template and stabilize filament arrangement and provide passive stiffness, while smooth muscle myosin heavy chain supplies the filament subunit itself. A kinase acting on myosin regulatory light chain links signalling to filament activation and contractility, connecting this structural biology to cytoskeletal remodelling, cell shape change and vascular and visceral smooth muscle function.	-	128	claude-opus-5	v4
go:GO:0031929	A plain	TOR signaling is the cell's master decision point on whether conditions favour growth: the mTOR kinase integrates amino acid supply, glucose and energy status, oxygen and growth factor input, and converts a favourable verdict into protein synthesis, lipid and nucleotide production, and suppression of autophagy. Two complexes carry the output, one built on RPTOR that phosphorylates S6 kinases and the 4E-BP translation repressors, the other on RICTOR. Amino acids are sensed at the lysosome, where the Ragulator scaffold and Rag GTPases position the kinase, with GATOR components, FLCN and sensors such as CASTOR1 and SAMTOR tuning the response; the TSC1/TSC2 complex acts as a GTPase-activating protein toward RHEB, and AMPK and LKB1 impose energy restraint. Loss of these brakes causes tuberous sclerosis and related hamartoma syndromes, and pathway hyperactivation is common in cancer, epilepsy and metabolic disease.	-	137	claude-opus-5	v4
go:GO:0032103	A plain	Cells that meet a microbe, an injury or a chemotactic gradient must not only detect it but amplify the reaction, and this collection of positive regulators of the response to external stimuli is what raises the gain. It underpins innate immune defence, inflammation, wound healing and leukocyte recruitment, and its over-activity produces septic shock, autoinflammatory fever syndromes and chronic inflammatory disease. Pattern-recognition receptors of the Toll-like, NOD-like and RIG-I-like families feed through adaptors such as MYD88, TICAM1, MAVS and STING1 into IRAK and TBK1 kinases, NF-kB and interferon-regulatory factors, while inflammasome components including NLRP3, PYCARD and CASP1 mature IL-1B and IL-18 and drive gasdermin-mediated lytic death. Complement factors, ficolins, chemokines and their receptors, growth factors, coagulation proteins and many ubiquitin ligases, deubiquitinases and microRNAs tune the strength and duration of the response.	-	132	claude-opus-5	v4
go:GO:0032274	A plain	Gonadotropin secretion is the regulated release of luteinizing hormone and follicle-stimulating hormone from pituitary gonadotropes, the step that drives ovarian follicle maturation, ovulation, spermatogenesis and gonadal steroid output; its failure produces hypogonadotropic hypogonadism, delayed or absent puberty and infertility. Hypothalamic input dominates the control: kisspeptin and neurokinin B acting through their receptors, together with opioid and RFamide-related signals, shape pulsatile GnRH release, which the gonadotrope reads through its GnRH receptor. Feedback from the gonads arrives as activin and inhibin subunits signalling through SMAD-dependent transcription, selectively tuning FSH beta relative to the shared glycoprotein alpha subunit. Metabolic and stress cues enter through leptin and corticotropin-releasing hormone, linking reproductive competence to energy stores. Transcription factors including FOXL2 and TBX3 establish and maintain the gonadotrope and hypothalamic cell identities on which this endocrine axis depends.	-	132	claude-opus-5	v4
go:GO:0032801	A plain	Signalling receptors are not permanent fixtures; their degradation sets how long and how strongly a cell can respond to a hormone, growth factor or ligand. This receptor catabolic process covers the routes by which receptors are marked, internalised and destroyed, chiefly ubiquitin-dependent sorting into lysosomes. HECT-domain and RING ligases such as NEDD4, NEDD4L, ITCH, SMURF1 and the Wnt-receptor ligases RNF43 and ZNRF3 tag receptors for downregulation, while MYLIP targets the LDL receptor and secreted PCSK9 drives its lysosomal disposal, a link that underlies cholesterol handling and lipid-lowering therapy. Endosomal and autophagy machinery -- BECN1, UVRAG, PIK3R4, KIF16B and ESCRT-associated MVB12A -- delivers cargo onward, and lysosomal proteases including legumain complete breakdown. Loss of this turnover leaves receptors signalling unchecked, a route to hyperproliferation, and also governs iron control through hepcidin-driven ferroportin loss.	-	132	claude-opus-5	v4
go:GO:0033630	A plain	Integrins must be switched from a low- to a high-affinity state before a cell can grip the extracellular matrix or another cell, and this pathway covers the inputs that push them in that direction. Strengthened integrin-mediated adhesion underlies platelet aggregation and clot stability, leukocyte arrest on endothelium and migration into lymphoid tissue, and the traction cells need for spreading and matrix remodelling. Kindlin-1 and CIB1 act at the integrin cytoplasmic tail to promote activation, focal adhesion kinase and RAC3 couple engaged receptors to cytoskeletal assembly, and in immune cells SYK, SKAP1 and the phosphatase PTPN6 tune signalling from antigen and chemokine receptors such that adhesion follows activation. Chemokines, TGF-beta family ligands and mechanical force sensed through PIEZO1 provide upstream cues, linking adhesion strength to inflammation, haemostasis and tissue mechanics.	-	129	claude-opus-5	v4
go:GO:0034375	A plain	High-density lipoprotein particles are not static cargo containers; they are continuously rebuilt as they circulate, and this remodeling sets how much cholesterol they can carry back from tissues to the liver. It underlies reverse cholesterol transport and is the biology behind HDL cholesterol as a cardiovascular risk marker. Nascent discoidal particles built on apolipoprotein A-I acquire cell-derived cholesterol via ABCG1, and LCAT esterifies it to form a hydrophobic core and a mature spherical particle. CETP then exchanges cholesteryl ester for triglyceride with apoB-containing lipoproteins, hepatic and endothelial lipases hydrolyse core and surface lipids to shrink particles, phospholipid transfer protein shuffles surface phospholipid, and SCARB1 delivers cholesteryl ester to hepatocytes and steroidogenic cells. Exchangeable apolipoproteins such as APOA2, APOC3, APOE and APOM determine particle composition and enzyme access; their imbalance produces dyslipidaemia and atherosclerosis.	-	133	claude-opus-5	v4
go:GO:0036017	A plain	Erythropoietin is the kidney-derived hormone that tells red cell progenitors to survive, divide and mature, and the cellular reactions to it set the rate of erythropoiesis and thus blood oxygen-carrying capacity. Loss of the response causes anaemia, as in renal failure, while constitutive activation of its signalling drives polycythaemia and myeloproliferative disease. The hormone binds a dedicated receptor whose dimerisation activates the receptor-associated kinase JAK2; phosphorylated STAT5 then enters the nucleus to switch on anti-apoptotic and differentiation genes, with CREB1 contributing further transcriptional output. An erythroid-specific JAK2 substrate, RHEX, and cooperation with stem cell factor signalling through KIT amplify progenitor expansion. Induction of metallothioneins reflects the accompanying handling of metal and oxidative stress in maturing erythroblasts, linking this hormonal axis to iron and redox physiology.	-	125	claude-opus-5	v4
go:GO:0036514	A plain	Midbrain dopaminergic neurons must send axons along stereotyped routes to the striatum and prefrontal cortex, and dopaminergic neuron axon guidance is the steering process that gets them there. The accuracy of this wiring sets the anatomy of the nigrostriatal and mesolimbic systems that control voluntary movement, motivation and reward; mistargeting leaves dopamine release in the wrong place and is a plausible developmental contributor to motor and psychiatric dysfunction. The cues here are Wnt ligands acting through non-canonical, planar-cell-polarity-type receiving machinery: a Frizzled receptor together with the atypical cadherin CELSR3, the core polarity protein VANGL2, and the atypical tyrosine kinase receptor RYK, which reads Wnt gradients as attractive or repulsive instructions at the growth cone. Signalling converges on cytoskeletal remodelling and oriented outgrowth, linking this pathway to the broader use of polarity proteins in axon tract formation.	-	136	claude-opus-5	v4
go:GO:0040029	A plain	Cells with identical genomes maintain different expression programmes because chromatin itself carries heritable information, and this is the machinery that writes, reads, erases and propagates it. Such epigenetic regulation of gene expression establishes lineage identity, silences repetitive and parasitic DNA, imprints maternal and paternal alleles, inactivates one X chromosome, and keeps the settings stable through rounds of DNA replication even after the initiating signal is gone. The components span DNA methylation writers and the TET dioxygenases that initiate demethylation, methyl-CpG readers such as MECP2 and UHRF1, histone acetyltransferases opposed by HDAC and sirtuin deacetylases, H3K9 and H3K27 methyltransferases with Polycomb and HP1 silencing complexes, ATP-dependent nucleosome remodellers, histone variants and linker histones, and a piRNA-guided arm that silences transposons in germ cells. Misdirection of these activities underlies imprinting disorders, Rett syndrome, and widespread silencing of tumour suppressors in cancer.	-	139	claude-opus-5	v4
go:GO:0042640	A plain	Hair grows only during anagen, the active phase of the hair cycle in which the follicle rebuilds its lower portion, the matrix proliferates, and a new shaft is produced and pushed outward; in human scalp hair this phase can last several years and so sets hair length. Entry into and maintenance of this phase depends on Wnt signalling to the follicular stem cell and dermal papilla compartments, with WNT10B and WNT5A acting as ligands and CTNNB1 as the transcriptional effector that drives hair placode and matrix fate. Adhesion and epidermal barrier components such as the focal adhesion protein FERMT1 and the protease inhibitor SPINK5 link follicle growth to the integrity of the surrounding epithelium. Failure of anagen entry, or premature exit into regression and rest, produces thinning and alopecia, while its dysregulation contributes to hair shaft and follicular malformations.	-	139	claude-opus-5	v4
go:GO:0043518	A plain	Damage-induced p53 signalling must be switched off once repair is complete, and damping of this DNA damage response by p53-class mediators sets how readily a cell commits to arrest, senescence or apoptosis. The brake matters in both directions: too much restraint lets damaged cells proliferate and is a route to tumour formation, while too little causes excessive cell death and loss of stem and progenitor pools. MDM2 is the central ubiquitin ligase that targets p53 for degradation and holds its level low in unstressed cells; SIRT1 deacetylates p53 to blunt its transcriptional output, and the demethylase KDM1A removes methyl marks that otherwise stabilise activated p53. DYRK-family kinases, the gankyrin proteasome regulator PSMD10, and the mesenchymal transcription factors SNAI1, SNAI2 and TWIST1 add further repression, linking p53 suppression to epithelial-mesenchymal transition and to signals from MIF and CD74.	-	137	claude-opus-5	v4
go:GO:0045446	A plain	Blood and lymphatic vessels are lined by a single sheet of flattened cells, and endothelial cell differentiation is how mesodermal, bone marrow or neural crest precursors acquire that identity. It determines whether vessels form at all, whether they become arterial, venous or lymphatic, and whether the barrier they present to blood is tight or leaky. Lineage specification runs through transcription factors such as ETV2, SOX17/SOX18, NR2F2 and PROX1, downstream of VEGFA signalling via KDR and NRP1, Notch-Delta/Jagged input with HEY1/HEY2, and BMP/TGF-beta receptors including ACVRL1, BMPR2 and SMAD4. Maturation brings the junctional and adhesion apparatus that defines the endothelium -- VE-cadherin, PECAM1, claudin-5 and the tight junction scaffolds -- plus Rap1 and Rho-kinase control of barrier tone and numerous microRNAs tuning the programme. Failure or corruption of these steps underlies cerebral cavernous malformation, hereditary haemorrhagic telangiectasia, and pathological angiogenesis in tumours.	-	141	claude-opus-5	v4
go:GO:0046039	A plain	GTP is both the nucleotide substrate for RNA synthesis and the switch that powers most molecular motors and signalling GTPases, so the reactions that make, interconvert and hydrolyse it set the pace for growth and intracellular traffic. Synthesis here runs through IMP dehydrogenase, the rate-limiting step of de novo guanine nucleotide production and the target of immunosuppressive drugs, while nucleoside diphosphate kinases of the NME family and adenylate kinase relatives phosphorylate GDP and balance nucleotide pools across cytosol and mitochondria. The consuming side is represented by hydrolases that use GTP to do work: RAN for nucleocytoplasmic transport, RAB and RHO family members for vesicle and cytoskeletal control, heterotrimeric G protein subunits for receptor signalling, and the mitochondrial dynamin-like proteins OPA1 and MFN1 for inner- and outer-membrane fusion. Depletion of guanine nucleotides therefore stalls proliferation, protein synthesis and organelle remodelling simultaneously.	-	140	claude-opus-5	v4
