key	arm	description	checks	words	model	prompt_version
go:GO:0006325	B repair	Chromatin organization covers how DNA is packaged with histones into nucleosomes and how that packaging is built, moved, marked and dismantled so that genes can be read, replicated and repaired at the right time. It sets which parts of the genome are accessible, underlies cell identity and its inheritance through division, and its failure produces developmental syndromes, imprinting disorders and many cancers. Core and linker histones plus variants such as H2A.Z, macroH2A, H3.3 and the centromeric CENP-A are deposited by chaperones like ASF1, HIRA, NPM1 and CAF-1, then repositioned by ATP-dependent remodellers of the SWI/SNF, ISWI, CHD and INO80/SRCAP families. Writers, erasers and readers of acetylation, methylation, phosphorylation and ubiquitylation control Polycomb and heterochromatin silencing, DNA methylation via DNMTs, TETs and UHRF1, cohesin- and CTCF-based genome folding, and the chromatin response to double-strand breaks.	-	134	claude-opus-5	v4
go:GO:0006364	B repair	Ribosomes begin as a single long precursor transcript that must be cleaved, trimmed and chemically modified before its rRNA pieces can fold into working subunits; rRNA processing is that conversion. It supplies the cell with translation capacity, and defects in it cause the ribosomopathies — bone marrow failure and skeletal phenotypes seen with mutations in factors such as SBDS. Most of the work occurs in the nucleolus, where small nucleolar RNA-guided complexes install 2'-O-methyl groups through fibrillarin and pseudouridines through the dyskerin-NHP2-NOP10-GAR1 particle, while methyltransferases and RNA helicases of the DEAD-box family remodel the precursor. Endonucleases and the exosome with its associated exonucleases remove spacer sequences, and small-subunit processome components of the UTP and WDR families organise early cleavages. Ribosomal proteins themselves participate, and parallel enzymes modify mitochondrial rRNA. Nucleolar stress arising here also links ribosome assembly to p53 control of growth.	-	142	claude-opus-5	v4
go:GO:0006605	B repair	Newly made proteins have to reach the compartment where they work, and protein targeting is the collection of recognition and delivery steps that gets them there, usually by reading a sorting signal built into the polypeptide. Without it, secretory and membrane proteins never enter the endoplasmic reticulum, mitochondria and peroxisomes cannot import their proteomes, and lysosomal enzymes are secreted instead of stored. The signal recognition particle and its receptor deliver ribosomes to the Sec61 translocon, where signal peptidase removes the cleaved sequence; tail-anchored proteins use a separate insertion route; TOM and TIM translocases with matrix processing peptidases handle mitochondrial precursors; PEX proteins recognise peroxisomal targeting signals; and mannose-6-phosphate tagging routes hydrolases to lysosomes. Palmitoyltransferases, adaptor and retromer-like complexes, ubiquitin ligases and autophagy receptors then position or redirect cargo, linking targeting to organelle quality control and diseases such as peroxisome biogenesis disorders and lysosomal storage.	-	144	claude-opus-5	v4
go:GO:0007492	B repair	Endoderm development traces the innermost germ layer from its specification at gastrulation to the mature epithelia that give rise to the gut tube, liver, pancreas, thyroid and lung. Nodal and GDF ligands signalling through SMAD2/3 with SMAD4 drive pluripotent cells into a mesendodermal state, where EOMES, MIXL1 and then SOX17, GATA4/6, HNF1B, ONECUT1 and NKX2-1 progressively commit cells to definitive endoderm and its organ territories, while POU5F1, NANOG and SOX2 mark the pluripotent starting point. BMP4 with BMPR1A, FGF8 and Wnt input via CTNNB1 pattern the emerging sheet, and secreted antagonists tune it: Noggin blocks BMP, DKK1 blocks Wnt. Movement and epithelial remodelling depend on collagens, laminins, fibronectin, integrins and MMP-mediated matrix turnover, and the transcriptional output is shaped by the PAF1 elongation complex, HDAC1, SETD2 and Mediator.	-	128	claude-opus-5	v4
go:GO:0007507	B repair	Cardiogenesis takes mesodermal progenitors through specification, looping of the linear heart tube, chamber and valve formation, septation, conduction system patterning and coronary vascularization, ending in a four-chambered pump that contracts rhythmically for life. Failure at any step underlies congenital heart disease, laterality defects and cardiomyopathy. Lineage transcription factors such as NKX2-5, GATA4, TBX5, HAND1/2, MEF2C and ISL1 act with chromatin regulators and Notch, BMP/TGF-beta, Wnt, Hedgehog, FGF and Nodal signalling to assign chamber identity and left-right asymmetry; motile and primary cilia genes set the initial laterality cue. Endocardial cushions form by endothelial-to-mesenchymal transition and remodel through matrix proteins and metalloproteinases into valves, while neural crest and second heart field cells build the outflow tract. Differentiation converges on sarcomere assembly and excitation-contraction coupling components including MYH6, TNNT2, TTN, RYR2 and SCN5A, alongside microRNAs and Hippo-YAP control of cardiomyocyte growth.	-	138	claude-opus-5	v4
go:GO:0007610	B repair	Behaviour is the coordinated output of the nervous system — feeding, sleep and circadian timing, locomotion, learning and memory, social interaction, reproduction, nociception and reward — and this broad collection captures the molecules through which those actions are generated and tuned. Neurotransmitter systems dominate: dopamine, serotonin, opioid, glutamate and GABA receptors, transporters such as SLC6A3 and SLC6A4, and synthetic enzymes including TH and GAD1. Neuropeptide circuits for energy balance and arousal are prominent, with POMC, AGRP, NPY, leptin and its receptor, orexins, oxytocin and CRH acting on hypothalamic targets. Synaptic adhesion and scaffolding proteins (neurexins, neuroligins, SHANK family, SYNGAP1), activity-induced transcription factors such as FOS and NPAS4, ion channels and clock components complete the picture. Disruption of these genes underlies autism and intellectual disability, addiction, obesity, sleep disorders and neurodegenerative disease, linking molecular synaptic function to whole-organism conduct.	-	138	claude-opus-5	v4
go:GO:0008643	B repair	Sugars cannot cross membranes unaided, so cells depend on dedicated carriers to take up glucose, fructose and related solutes and to move them between tissues. Carbohydrate transport of this kind sets blood glucose, fuels the brain and red cells, allows the intestine and kidney to absorb and reclaim dietary sugar, and fails visibly in diabetes and in inherited glucose transporter deficiencies causing seizures or renal glycosuria. Two carrier families dominate: facilitative GLUT-type uniporters that follow the concentration gradient, and sodium-coupled cotransporters that drive uptake against it, the target of modern glycosuric drugs. Much of the remainder is regulation. Insulin acting through its receptor, IRS adaptors, PI3K and AKT triggers translocation of the storage transporter to the plasma membrane of muscle and fat, with Rab and SNARE-associated trafficking proteins executing the step, while leptin, adiponectin, growth hormone and inflammatory cytokines tune sensitivity. Aquaporin channels contribute glycerol and related permeability.	-	148	claude-opus-5	v4
go:GO:0016055	B repair	Wnt signalling tells a cell where it is, what to become, and whether to keep dividing, and it does so from embryonic patterning through to the maintenance of adult stem cells in gut, skin and bone. Secreted Wnt ligands, lipid-modified by porcupine and exported with the help of Wntless, engage Frizzled receptors together with LRP5/6 or alternative receptors such as ROR and RYK. In the canonical branch, receptor engagement disables the destruction complex built on APC, Axin, CK1 and GSK3, so beta-catenin escapes ubiquitin-mediated degradation, enters the nucleus and partners with TCF/LEF and Pygopus/BCL9 to drive targets including MYC and cyclin D1, while Groucho/TLE repressors hold those promoters off in the unstimulated state. Non-canonical arms acting through Dishevelled, Vangl, Prickle and Rho-family GTPases orient cells during planar polarity and convergent extension. Secreted antagonists (DKKs, SFRPs, sclerostin, NOTUM) and the RSPO-LGR-RNF43/ZNRF3 module set signal strength; loss of this control underlies colorectal and other cancers, skeletal disease and developmental malformation.	-	158	claude-opus-5	v4
go:GO:0019370	B repair	Leukotrienes are lipid mediators that make blood vessels leak, recruit neutrophils, and constrict airway smooth muscle, so their biosynthesis sets the intensity of acute inflammatory and allergic responses; drugs blocking this route are used in asthma. Phospholipases such as PLA2G4A release arachidonic acid from membrane phospholipids, and 5-lipoxygenase acting with its nuclear membrane partner ALOX5AP converts it to the unstable epoxide leukotriene A4. From there the pathway branches: leukotriene A4 hydrolase yields the chemotactic LTB4, while leukotriene C4 synthase and related membrane-bound glutathione transferases conjugate glutathione to form LTC4. Export by the ABCC1 transporter and successive extracellular trimming by gamma-glutamyl transferases and dipeptidases generate LTD4 and LTE4, the cysteinyl leukotrienes that signal through receptors on airway and vascular tissue. Mast cells, eosinophils and myeloid cells are the principal producers.	-	129	claude-opus-5	v4
go:GO:0022603	B repair	Shaping tissues and organs during development requires not only the machinery that builds them but control over how fast and how far that building goes, and this broad regulatory programme covers the modulation of anatomical structure morphogenesis. It governs how epithelia branch, how blood vessels sprout and remodel, how neurons extend and steer axons and dendrites, and how mitochondria and cell shape are reorganized to permit those movements. The effectors are correspondingly varied: Rho-family GTPases with their exchange factors and GAPs acting on the actin cytoskeleton, guidance cues and receptors such as netrins, slits, semaphorins, ephrins and their plexin, Robo and Eph partners, angiogenic ligands including VEGFA and angiopoietins with KDR, TEK and NRP1, and morphogen inputs from WNT, BMP, TGF-beta, FGF and Hedgehog families, layered with transcription factors and microRNAs that tune the response. Misregulation underlies congenital malformations, vascular anomalies and abnormal tissue remodelling in disease.	-	147	claude-opus-5	v4
go:GO:0030073	B repair	Pancreatic beta cells release insulin in proportion to blood glucose, and this regulated secretion is what keeps circulating glucose within a narrow range; its failure produces diabetes. Glucose entering through the GLUT2 transporter is phosphorylated by glucokinase, and the resulting rise in ATP closes the KATP channel formed by KCNJ11 and ABCC8, depolarizing the cell and opening voltage-gated calcium entry. Calcium then triggers fusion of insulin granules, in which proinsulin has already been cleaved to mature hormone, using SNARE proteins such as STX1A and SNAP25 together with the calcium sensor SYT7 and Rab-dependent granule trafficking. The output is tuned by incretin and adrenergic receptors acting through cyclic AMP, by somatostatin and dopamine inhibition, by leptin and inflammatory cytokines, and by circadian cues. Transcription factors including PDX1, NKX6-1, MAFA, NEUROD1 and the HNFs establish and maintain the secretory phenotype, and their mutation causes monogenic diabetes.	-	144	claude-opus-5	v4
go:GO:0031442	B repair	Nearly every mRNA must be cleaved and polyadenylated at its 3' end before it can be exported and translated, and this pathway covers the factors that stimulate that maturation step, raising its rate or efficiency. Efficient 3'-end formation determines transcript stability, correct termination of transcription, and which polyadenylation site is chosen, so gene output depends on it as much as on initiation. Contributors here act from several directions: the nuclear cap-binding complex, composed of NCBP1 and NCBP2, binds the newly added 5' cap and communicates across the transcript to promote downstream processing events; CDC73, a component of the PAF1 transcription elongation complex, couples events at the elongating polymerase to cleavage and polyadenylation. The set also includes the RNA helicase DHX36 and CCNB1. Defective 3'-end processing leaves unstable, poorly exported transcripts and disrupted transcriptional termination.	-	134	claude-opus-5	v4
go:GO:0032259	B repair	Methylation is the covalent transfer of a methyl group, almost always from S-adenosylmethionine, onto DNA, RNA, protein, lipids, and small molecules, and it is one of the broadest ways a cell tunes the function of molecules it has already made. The enzymes here cover that whole range: DNMT1 and DNMT3A/3B mark cytosines in DNA to set heritable gene silencing; histone methyltransferases of the SET, PRDM, EZH, SUV39 and KMT2 families write the marks that define active and repressed chromatin; PRMT arginine methyltransferases modify histones and RNA-binding proteins; METTL3-METTL14 and cap-associated enzymes methylate mRNA adenosines and 5' caps, while large families of tRNA and rRNA modifiers support accurate, efficient translation in cytosol and mitochondria. Others act on metabolites and drugs, on protein carboxyl and N-terminal groups, or on ubiquinone and phospholipid synthesis. Methyl supply itself is regulated, via homocysteine remethylation and mitochondrial SAM import, linking this chemistry to one-carbon metabolism.	-	149	claude-opus-5	v4
go:GO:0032689	B repair	Interferon-gamma drives macrophage activation and Th1 immunity, and this pathway covers the processes that damp its production, keeping that arm of inflammation in check once it is no longer needed. Restraint is imposed at several levels: inhibitory surface receptors and their ligands on T and NK cells, including PD-L1, PD-L2, TIM-3 with its galectin-9 ligand, VISTA and LILRB family receptors; suppressive cytokines such as IL-10 and the IL-33/ST2 and IL-20 receptor systems; transcriptional regulators including FOXP3, which specifies regulatory T cells, and GATA3, which favours a Th2 program over interferon-gamma-producing Th1 cells. Post-transcriptional control appears through the ribonuclease ZC3H12A and microRNAs, alongside TGF-beta family members and innate sensors such as NLRP6 and TLR4. The collected activities link antigen-presenting cell signalling, T cell co-inhibition and cytokine feedback to the control of type II interferon output.	-	134	claude-opus-5	v4
go:GO:0033034	B repair	Myeloid cells such as neutrophils, monocytes and macrophages are short-lived by design, and signals that increase their rate of programmed cell death set how quickly an inflammatory response is terminated. Promoting myeloid apoptosis clears spent granulocytes from inflamed tissue so that macrophages can engulf them without spilling proteases and oxidants, and it limits the size of the myeloid compartment produced by the marrow; when this control fails, neutrophils persist and inflammation becomes chronic, while excessive death contributes to neutropenia. The genes here act at several levels: annexin A1 is a glucocorticoid-inducible mediator of neutrophil apoptosis and its safe removal, HCAR2 and ADIPOQ transmit metabolic and adipokine cues to myeloid cells, CDKN2A links the tumour suppressor axis to death sensitivity, SIRT1 and MEF2C shape transcriptional survival programmes, and class I phosphoinositide 3-kinase catalytic subunits set the survival signalling that this process must overcome.	-	142	claude-opus-5	v4
go:GO:0033144	B repair	Steroid hormones act through intracellular receptors that bind DNA and change transcription, and this pathway covers the braking mechanisms that damp, terminate or prevent that output. Without such restraint, oestrogen, androgen, glucocorticoid and mineralocorticoid signalling runs unopposed, a situation linked to hormone-driven breast and prostate cancers and to disordered stress and metabolic responses. Repression works at several levels: corepressors NCOR1 and NCOR2 recruit histone deacetylase activity to receptor-bound promoters, SIRT1 and HDAC1 remove activating acetyl marks, SMARCA4 alters chromatin access, and NR0B1 (DAX1) blocks receptor transactivation directly. CRY1 and CRY2 repress glucocorticoid receptor activity, while PIAS2 modifies receptors by SUMOylation and CCR4-NOT subunits act as transcriptional corepressors. Others limit ligand availability or receptor trafficking. The collective effect is to set the gain and duration of hormone responses in target tissues rather than to switch them on.	-	136	claude-opus-5	v4
