key	arm	description	checks	words	model	prompt_version
go:GO:0006335	B repair	Behind every replication fork, newly synthesized DNA must be repackaged into nucleosomes, and replication-dependent chromatin assembly is the route by which that happens in step with strand elongation. Without it, daughter genomes remain abnormally accessible, replication stress and DNA damage signalling rise, and the epigenetic states that define a differentiated cell fail to be propagated through division. Newly made histone H3-H4 dimers are received by soluble chaperones such as NASP and handed to ASF1A and ASF1B, which pass them to the CAF-1 complex; its large subunit CHAF1A binds PCNA at the fork, positioning CHAF1B and the histone cargo for deposition onto nascent DNA, after which H2A-H2B completes the particle. RBBP4 serves as a shared histone-binding module in CAF-1 and related chromatin complexes, linking this assembly step to chromatin maturation and heritable gene silencing.	-	133	claude-opus-5	v4
go:GO:0006493	B repair	Sugars attached to serine, threonine, tyrosine or hydroxylysine side chains give secreted and membrane proteins their bulk, charge and binding specificity, and protein O-linked glycosylation covers all of the routes by which these chains are initiated and extended. Mucin-type synthesis begins with a large family of polypeptide GalNAc transferases and the core-1 galactosyltransferase with its chaperone, then branches, sialylates and fucosylates to build selectin ligands and mucus barriers. Separate arms make O-mannose glycans on dystroglycan, whose loss causes congenital muscular dystrophy with brain and eye involvement; O-fucose and O-glucose on EGF repeats, which tune Notch; collagen galactosyl-hydroxylysine; and the xylose-primed linker that nucleates heparan and chondroitin sulfate chains, with sulfotransferases and epimerases setting their sulfation patterns. Nucleotide-sugar transporters and the nucleocytoplasmic O-GlcNAc cycle of OGT and OGA complete the picture, linking nutrient status to signalling.	-	135	claude-opus-5	v4
go:GO:0006572	B repair	Tyrosine catabolism disposes of the aromatic amino acid taken in from diet and protein turnover, converting it in the liver and kidney to fumarate and acetoacetate that feed the citric acid cycle and ketogenesis. The route runs through transamination to 4-hydroxyphenylpyruvate by tyrosine aminotransferase, dioxygenase-mediated conversion to homogentisate by HPD, ring cleavage by homogentisate dioxygenase, isomerization by the maleylacetoacetate isomerase activity of GSTZ1, and final hydrolysis by fumarylacetoacetate hydrolase. Blocks at each step cause recognizable inherited disease: HPD or FAH deficiency gives tyrosinemia with hepatorenal damage from accumulated reactive intermediates, while loss of homogentisate dioxygenase causes alkaptonuria, in which homogentisate polymerizes and pigments cartilage. IL4I1, an L-amino acid oxidase secreted by myeloid cells, oxidizes tyrosine and other aromatic amino acids in the immune microenvironment rather than for energy, linking this chemistry to local amino acid depletion and T cell suppression.	-	140	claude-opus-5	v4
go:GO:0006937	B repair	Whether a muscle cell contracts, how strongly and how fast, is set by processes that tune calcium delivery to the sarcomere and the sensitivity of the sarcomere to it; this regulation of muscle contraction covers cardiac, skeletal and smooth muscle alike. It determines cardiac output and rhythm, vascular tone and blood pressure, gut and airway motility, and skeletal muscle force, and its failure produces arrhythmia, cardiomyopathy, malignant hyperthermia-type disorders and hypertension. Voltage-gated calcium and sodium channels, potassium and pacemaker channels, and the sarcoplasmic reticulum release and uptake machinery (ryanodine receptors, SERCA pumps with phospholamban, calsequestrin, triadin and junctophilins) shape the calcium transient, while troponins, tropomyosin, myosin light chains and their kinases translate it into force. Layered on top are G protein-coupled inputs from adrenergic, muscarinic, endothelin, purinergic and tachykinin receptors acting through cyclic nucleotides, calmodulin and RhoA, plus transcriptional and microRNA control of the contractile programme.	-	146	claude-opus-5	v4
go:GO:0007007	B repair	The inner mitochondrial membrane is folded into cristae, and organizing that folded surface is what gives oxidative phosphorylation the membrane area and local environment it needs. This pathway builds, shapes and remodels those folds and the contact sites that anchor them to the outer membrane. A core of MICOS subunits including IMMT, CHCHD3 and CHCHD6 defines crista junctions and, with SAMM50 and metaxins, bridges to the outer membrane as a tethering complex. Dynamin-family OPA1 controls inner membrane fusion and crista shape and is cleaved by the proteases OMA1 and AFG3L2 in response to stress or loss of membrane potential. Small TIM chaperones and the TIM22 and OXA1L insertases deliver and insert carrier and respiratory-chain proteins into the bilayer, while TAFAZZIN remodels cardiolipin, the lipid that stabilizes curvature and the complexes embedded in it.	-	133	claude-opus-5	v4
go:GO:0007600	B repair	Sensory perception covers the machinery by which the nervous system captures a physical or chemical stimulus, transduces it into an electrical signal, and encodes its quality and intensity. The gene list spans the major modalities: visual phototransduction through rhodopsin and cone opsins, transducin, cGMP phosphodiesterase subunits, cyclic nucleotide-gated channels and the retinoid cycle enzymes that regenerate chromophore; a very large olfactory receptor repertoire with its trafficking cofactors and the vomeronasal and trace-amine receptors; sweet, umami and bitter taste receptors coupled to gustducin and PLC signalling; hair-cell mechanotransduction and stereocilia architecture via myosins, cadherin 23, protocadherin 15, usherin and whirlin; and somatosensory channels such as TRPV1, TRPM8, PIEZO2 and sensory sodium channels for pain, temperature and touch. Also present are lens crystallins and eye and ear developmental transcription factors. Failure of these components produces retinal degeneration, inherited deafness, cataract, anosmia and congenital insensitivity to pain.	-	144	claude-opus-5	v4
go:GO:0014905	B repair	Skeletal muscle repairs itself by recruiting mononucleate myoblasts to the site of injury, where they fuse either into surviving damaged fibres or with one another to build new myotubes. This fusion step is what converts a pool of committed precursors into multinucleated, contractile fibres, and it is the point at which regeneration produces functional tissue rather than merely more cells. The membrane chemistry is carried out by dedicated muscle fusogens: myomaker, a multipass transmembrane protein, acts with the small myomerger protein to bring apposed myoblast membranes together and drive them through hemifusion to full pore formation. Tetraspanins CD9 and CD81, together with their partner PTGFRN, organise the membrane microdomains in which cell–cell contact and fusion are coordinated. The process links satellite cell activation and myogenic differentiation to the restoration of fibre mass after damage.	-	134	claude-opus-5	v4
go:GO:0016237	B repair	Microautophagy is the route by which cytosolic material is taken directly into a late endosome or lysosome, without first being wrapped in an autophagosome: the limiting membrane of the degradative compartment invaginates around the cargo, pinches off inward, and the resulting single-membrane vesicle is broken down inside. It gives cells a continuous, low-cost way to turn over soluble proteins and portions of organelles, contributing to amino acid supply during nutrient stress and to quality control of the endolysosomal system itself. Much of the machinery is shared with other forms of autophagy: the ULK1/ULK2 initiation kinases with RB1CC1 and ATG13, the ATG7- and ATG5-ATG12-ATG16L1-dependent lipid conjugation system, ATG4 proteases that process and recycle the conjugated protein, and the lipid-mobilising ATG2 and ATG9 proteins. ESCRT-associated VPS4A and VPS4B ATPases provide the membrane scission step that releases the internalised vesicle.	-	137	claude-opus-5	v4
go:GO:0018107	B repair	Attaching a phosphate group to threonine residues in proteins is one of the main reversible switches cells use to change enzyme activity, binding partners and protein stability. This collection captures peptidyl-threonine phosphorylation, the transfer of phosphate from ATP onto threonine hydroxyls by serine/threonine kinases, and the regulators and substrates that surround them. Represented here are cell cycle kinases such as CDK1 and the DNA damage checkpoint kinase CHEK1, growth and survival signalling through AKT1 and MAPK1, stress-activated JNK, the energy-sensing kinase STK11 and its downstream network, innate immune signalling via TBK1, and the WNK-SPAK arm that governs cation-chloride cotransporters and ion balance. Transcription factors including ATF2 appear as targets, showing how threonine phosphorylation converts signals into altered gene expression. The theme links proliferation control, metabolic sensing, cytoskeletal and junctional organisation, and responses to damage and infection.	-	136	claude-opus-5	v4
go:GO:0022616	B repair	DNA strand elongation is the extension step of genome duplication, in which nucleotides are added to the 3' end of a growing strand behind an advancing replication fork. Replicative polymerases alpha, delta and epsilon carry out priming and processive synthesis, the sliding clamp PCNA with its RFC loader keeps them engaged, DNA2 helps process Okazaki fragment flaps, and LIG1 seals the resulting nicks, while MCM subunits provide the helicase activity that exposes template strands. Elongation also occurs in specialised contexts represented here: telomerase reverse transcriptase extends chromosome ends, with POT1 and the MRE11-RAD50-NBN complex acting on telomeric and broken DNA. The INO80 complex, built around the INO80 ATPase together with RUVBL1/RUVBL2 and several ARP and accessory subunits, links nucleosome remodelling to replication, connecting chromatin state with the progression of synthesis through S phase.	-	133	claude-opus-5	v4
go:GO:0030514	B repair	Bone morphogenetic protein signalling has to be held in check for tissues to pattern correctly, and this negative regulation of the BMP pathway collects the brakes that do it. They act at every level: secreted antagonists such as noggin, chordin, gremlins, sclerostin and the Cerberus/DAN family sequester ligands before they reach receptors; BAMBI provides a decoy receptor; inhibitory Smads SMAD6 and SMAD7 recruit the E3 ligases SMURF1 and SMURF2 to degrade receptors and signalling Smads; phosphatases and transcriptional corepressors of the SKI/SKIL and SKOR families blunt the nuclear response; and a set of microRNAs tunes component levels. Restraint of this kind sets skeletal patterning and bone mass, limits ectopic cartilage and bone formation, and shapes dorsoventral axis formation in the early embryo. The same circuitry feeds into hepatic hepcidin control, where TMPRSS6 dampens BMP-driven signalling and its loss causes iron-refractory iron deficiency anaemia.	-	143	claude-opus-5	v4
go:GO:0030855	B repair	Epithelia line every body surface and duct, and this pathway covers how an unspecialized progenitor takes on epithelial identity: apical-basal polarity, junctional sealing, and the terminal specializations of skin, gut, kidney, airway, lens, hair and inner ear. Its outputs are the barrier that keeps water in and microbes out, the absorptive and secretory surfaces of the viscera, and the ciliated and sensory epithelia; failure produces ichthyosis and other cornification disorders, ciliopathies, deafness, cataract and loss of the differentiation controls whose collapse underlies carcinoma and epithelial-mesenchymal transition. Lineage transcription factors such as GRHL2, KLF4, FOXA1, CDX2 and OVOL family members act downstream of Wnt, BMP/TGF-beta, Notch, Hedgehog and Hippo cues, driving keratin, small proline-rich and late cornified envelope genes, transglutaminase crosslinking, claudin and tight-junction assembly, and cell-cycle exit through CDKN1A and CDKN1B.	-	131	claude-opus-5	v4
go:GO:0031033	B repair	Myosin filament organization covers the assembly, arrangement and disassembly of the thick filaments built from myosin molecules, the structures that generate contractile force in muscle and other motile cells. Getting myosin into ordered filaments, and anchoring them within the contractile apparatus, is what allows a cell to translate ATP hydrolysis into directed shortening. The genes here span both striated and smooth muscle solutions to that problem: titin acts as a molecular ruler and scaffold along the thick filament, with telethonin binding its N-terminal region at the Z-disc, while smooth muscle myosin heavy chain supplies the filament-forming motor itself. Regulatory input comes from a kinase acting on myosin regulatory light chain and myosin phosphatase, coupling filament behaviour and contractility to signalling, and a Rho-family GDP dissociation stimulator links small GTPase activity to this cytoskeletal arrangement.	-	134	claude-opus-5	v4
go:GO:0031929	B repair	TOR signaling is the cell's master decision point on whether conditions favour growth: the mTOR kinase integrates amino acid supply, glucose and energy status, oxygen and growth factor input, and converts a favourable verdict into protein synthesis, lipid and nucleotide production, and suppression of autophagy. Two complexes carry the output, one built on RPTOR that phosphorylates S6 kinases and the 4E-BP translation repressors, the other on RICTOR. Amino acids are sensed at the lysosome, where the Ragulator scaffold and Rag GTPases position the kinase, with GATOR components, FLCN and sensors such as CASTOR1 and SAMTOR tuning the response; the TSC1/TSC2 complex acts as a GTPase-activating protein toward RHEB, and AMPK and LKB1 impose energy restraint. Loss of these brakes causes tuberous sclerosis and related hamartoma syndromes, and pathway hyperactivation is common in cancer, epilepsy and metabolic disease.	-	137	claude-opus-5	v4
go:GO:0032103	B repair	Cells that meet a microbe, an injury or a chemotactic gradient must not only detect it but amplify the reaction, and this collection of positive regulators of the response to external stimuli is what raises the gain. It underpins innate immune defence, inflammation, wound healing and leukocyte recruitment, and its over-activity produces septic shock, autoinflammatory fever syndromes and chronic inflammatory disease. Pattern-recognition receptors of the Toll-like, NOD-like and RIG-I-like families feed through adaptors such as MYD88, TICAM1, MAVS and STING1 into IRAK and TBK1 kinases, NF-kB and interferon-regulatory factors, while inflammasome components including NLRP3, PYCARD and CASP1 mature IL-1B and IL-18 and drive gasdermin-mediated lytic death. Complement factors, ficolins, chemokines and their receptors, growth factors, coagulation proteins and many ubiquitin ligases, deubiquitinases and microRNAs tune the strength and duration of the response.	-	132	claude-opus-5	v4
go:GO:0032274	B repair	Release of the gonadotropins LH and FSH from pituitary gonadotropes is the step that links the brain to the gonads, driving follicle maturation, ovulation, steroidogenesis and spermatogenesis; when it fails the result is hypogonadotropic hypogonadism, delayed or absent puberty and infertility. Hypothalamic kisspeptin, acting with neurokinin B and its receptor and with opioid signalling, paces the pulsatile GnRH drive that gonadotropes read through GnRH receptor, while RFRP peptide encoded by NPVF restrains it and leptin reports whether energy stores can support reproduction. Both hormones share the common alpha subunit CGA. Gonadal feedback is supplied by activin and inhibin subunits signalling through SMAD4, which oppose each other to set FSH output. FOXL2 contributes to this transcriptional control, and gap-junctional coupling through connexin 43 coordinates the secreting cells.	-	126	claude-opus-5	v4
go:GO:0032801	B repair	Signalling is limited as much by removing receptors as by activating them, and receptor catabolism is the route by which surface and internalised receptors are delivered to lysosomes and destroyed rather than recycled. It sets how long a cell can respond to a hormone, growth factor or neurotransmitter, and it underlies specific physiology: hepcidin binding triggers degradation of the iron exporter ferroportin, PCSK9 routes the LDL receptor to lysosomal destruction, and the MYLIP ubiquitin ligase acts on the same receptor. Mechanistically, HECT and RING ligases such as NEDD4, ITCH, SMURF1, RNF43 and ZNRF3 mark receptors with ubiquitin; ESCRT and sorting components including MVB12A, SNX25 and KIF16B carry cargo into multivesicular bodies; and BECN1, UVRAG, PIK3R4 and SH3GLB1 supply the phosphoinositide and autophagy-related machinery that completes lysosomal delivery, with proteases such as legumain and calpain finishing the job.	-	137	claude-opus-5	v4
go:GO:0033630	B repair	Integrins switch between low- and high-affinity states, and this pathway covers the signals that push them toward the adhesive state and so increase binding to extracellular matrix and to counter-receptors on other cells. It matters wherever cells must grip before they act: platelets aggregating at a wound through beta3 integrin, leukocytes arresting on endothelium under flow in response to chemokines such as CCL5, CCL21 and CXCL13, and lymphocytes stabilising contacts during antigen recognition. Inside-out activation runs from receptors and immune adaptors -- SYK, SKAP1, the T cell receptor chain CD3E, the platelet ADP receptor P2RY12 -- to the integrin cytoplasmic tail, where kindlin-1 binding promotes activation; FAK and Rac signalling then couple engaged integrins to cytoskeletal reinforcement and spreading. Mechanical input through PIEZO1 and growth factor cues feed in. Loss of such regulation produces bleeding disorders, fragile skin and defective immune cell trafficking.	-	143	claude-opus-5	v4
go:GO:0034375	B repair	High-density lipoprotein particles are not static: their protein and lipid cargo is continuously rebuilt, and this remodeling sets how much cholesterol they can carry back from tissues to the liver. It underlies reverse cholesterol transport, and variation in its components shifts HDL cholesterol levels and atherosclerosis risk. Apolipoprotein A-I and A-II provide the structural scaffold, with A-IV, C-I, C-III, E and M exchanging on and off; ABCG1 effluxes cellular cholesterol to mature particles; LCAT esterifies cholesterol to drive maturation from discoidal to spherical forms. Cholesteryl ester transfer protein swaps cholesteryl esters for triglyceride with apoB-containing lipoproteins, phospholipid transfer protein redistributes surface lipid, and hepatic, endothelial and lipoprotein lipases plus phospholipases hydrolyse the core and shell, shrinking particles and releasing fatty acids. Scavenger receptor B1 completes the route by delivering cholesteryl esters into hepatocytes and steroidogenic cells.	-	136	claude-opus-5	v4
go:GO:0036017	B repair	Erythropoietin is the kidney-derived hormone that sets the rate of red cell production, and the cellular response to it keeps erythroid progenitors alive, dividing, and differentiating into haemoglobin-filled erythrocytes. Loss of this signalling causes the anaemia of chronic kidney disease, while excessive or constitutive activation underlies polycythaemia; recombinant erythropoietin is used clinically precisely because this axis is rate-limiting. The hormone binds its dimeric receptor on progenitor surfaces, activating the associated tyrosine kinase JAK2, which phosphorylates STAT5 for transport to the nucleus and transcription of survival and proliferation genes; CREB1 contributes further transcriptional output. Stem cell factor signalling through the receptor KIT acts alongside this pathway during progenitor expansion, and RHEX is an erythropoietin-induced regulator of human erythroblast growth. The response therefore couples systemic oxygen sensing to marrow output, linking hormone-driven gene expression to blood cell homeostasis.	-	136	claude-opus-5	v4
go:GO:0036514	B repair	Midbrain dopaminergic neurons must send axons along stereotyped routes to the striatum and cortex, and this guidance step steers their growth cones toward those targets by reading attractive and repulsive cues in the surrounding tissue. The genes here mark Wnt-based guidance: secreted ligands such as WNT5A and WNT7B act through the Frizzled receptor FZD3 and the atypical tyrosine kinase-like receptor RYK, while the adhesion GPCR CELSR3 and the planar cell polarity protein VANGL2 provide the polarity machinery that converts a graded cue into directional turning and correct anterior-posterior orientation of the growing axon. The same components organise other longitudinal axon tracts, so this is a specialised use of planar polarity signalling rather than a dedicated dopaminergic system. Its output is the wiring layout of the nigrostriatal and mesolimbic projections on which dopaminergic neurotransmission depends.	-	134	claude-opus-5	v4
go:GO:0040029	B repair	Cells with identical genomes maintain different expression programmes because chromatin itself carries heritable information, and this is the machinery that writes, reads, erases and propagates it. Such epigenetic regulation of gene expression establishes lineage identity, silences repetitive and parasitic DNA, imprints maternal and paternal alleles, inactivates one X chromosome, and keeps the settings stable through rounds of DNA replication even after the initiating signal is gone. The components span DNA methylation writers and the TET dioxygenases that initiate demethylation, methyl-CpG readers such as MECP2 and UHRF1, histone acetyltransferases opposed by HDAC and sirtuin deacetylases, H3K9 and H3K27 methyltransferases with Polycomb and HP1 silencing complexes, ATP-dependent nucleosome remodellers, histone variants and linker histones, and a piRNA-guided arm that silences transposons in germ cells. Misdirection of these activities underlies imprinting disorders, Rett syndrome, and widespread silencing of tumour suppressors in cancer.	-	139	claude-opus-5	v4
go:GO:0042640	B repair	Anagen is the active growth phase of the hair cycle, the years-long period in which the follicle regenerates a bulb, proliferates matrix keratinocytes and extrudes a new shaft; scalp hair spends most of its life here, and the length of anagen sets how long hair can grow. Entry into and maintenance of this phase depends on Wnt signalling between dermal papilla and epithelium: WNT10B and WNT5A are expressed in the regenerating follicle, and canonical signalling through β-catenin (CTNNB1) is required for follicle fate and cycling, with stabilizing mutations causing pilomatrix tumours. The set also touches follicle structural integrity, since FERMT1 links basal keratinocytes to their matrix and SPINK5 restrains epidermal proteases; loss of either produces fragile skin with hair and desquamation defects. Failure to sustain anagen underlies alopecia, while chemotherapy damages precisely these rapidly dividing anagen follicles.	-	137	claude-opus-5	v4
go:GO:0043518	B repair	When DNA damage is detected, p53 launches a transcriptional cascade that arrests the cell cycle or triggers apoptosis; this pathway covers the brakes applied to that cascade, restraining or terminating p53 signalling so that responses are proportionate and reversible once damage is resolved. The central node is MDM2, the ubiquitin ligase that targets p53 for degradation and keeps its basal level low. Other routes act on p53 covalently or transcriptionally: SIRT1 deacetylates p53 to blunt its activity, KDM1A demethylates p53 at a lysine that governs its interaction with coactivating partners, DYRK-family kinases and proteasome-associated regulators modulate its turnover, and the mesenchymal transcription factors SNAI1, SNAI2 and TWIST1 oppose the arrest and death programmes p53 drives. Excessive damping of this checkpoint allows damaged cells to proliferate, a route to tumour progression and therapy resistance exploited in many cancers.	-	137	claude-opus-5	v4
go:GO:0045446	B repair	Blood and lymphatic vessels are lined by a single sheet of flattened cells, and endothelial cell differentiation is how mesodermal, bone marrow or neural crest precursors acquire that identity. It determines whether vessels form at all, whether they become arterial, venous or lymphatic, and whether the barrier they present to blood is tight or leaky. Lineage specification runs through transcription factors such as ETV2, SOX17/SOX18, NR2F2 and PROX1, downstream of VEGFA signalling via KDR and NRP1, Notch-Delta/Jagged input with HEY1/HEY2, and BMP/TGF-beta receptors including ACVRL1, BMPR2 and SMAD4. Maturation brings the junctional and adhesion apparatus that defines the endothelium -- VE-cadherin, PECAM1, claudin-5 and the tight junction scaffolds -- plus Rap1 and Rho-kinase control of barrier tone and numerous microRNAs tuning the programme. Failure or corruption of these steps underlies cerebral cavernous malformation, hereditary haemorrhagic telangiectasia, and pathological angiogenesis in tumours.	-	141	claude-opus-5	v4
go:GO:0046039	B repair	GTP metabolism covers the reactions that make, interconvert and consume guanosine triphosphate, the nucleotide that fuels ribosome function, tubulin assembly, membrane traffic and the switching of regulatory GTPases. Synthesis begins with IMP dehydrogenase, which commits inosine monophosphate to the guanine branch of purine biosynthesis and is the target of immunosuppressive drugs, while the nucleoside diphosphate kinase family transfers phosphate to GDP to keep GTP pools charged in cytosol and mitochondria. Mitochondrial GTP:AMP phosphotransferases use GTP as a phosphate donor for AMP, linking guanine and adenine nucleotide pools. Consumption is represented by the hydrolysing switches themselves: Ran for nucleocytoplasmic transport, Rab and Rho family members for vesicle and cytoskeletal control, translation factor GTPases, and the mitochondrial dynamics GTPases mitofusin and OPA1 that drive fusion of outer and inner membranes.	-	128	claude-opus-5	v4
go:GO:0048511	B repair	Rhythmic processes generate and maintain the periodic behaviour of physiology, from the roughly 24-hour circadian cycle to reproductive and seasonal rhythms. At the core sits a transcription-translation feedback loop in which CLOCK and BMAL1 drive expression of PER and CRY genes, whose products feed back to repress their own activators; casein kinases CSNK1D/CSNK1E and the ubiquitin ligase adaptor FBXL3 set the pace by controlling repressor phosphorylation and degradation. Nuclear receptors including RORA, NR1D1 and NR1D2 form a second interlocking loop, and chromatin modifiers, SIRT1 and NAMPT couple the clock to metabolic state. Output arms reach light input through opsins and retinal genes, melatonin synthesis via AANAT and MTNR1 receptors, and hypothalamic-pituitary hormone axes through GNRH1, GHRH and leptin signalling, so that timing information is distributed to sleep-wake, feeding, endocrine and cell-cycle machinery.	-	132	claude-opus-5	v4
